Year,Adult Mortality,Alcohol,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness 5-9 years,Income composition of resources,Schooling,Country_,Status_,Life expectancy 
2000,143.0,1.54,54,85.0,4.95,85.0,0.1,4316.553895,5.2,0.641,10.7,144,1,74.0
2005,446.0,10.09,155,59.0,9.36,64.0,8.7,315.788227,6.5,0.429,10.9,146,1,53.2
2012,127.0,3.92,8,85.0,6.48,87.0,0.1,572.14313,1.2,0.717,13.3,42,1,75.5
2009,88.0,0.25,0,99.0,2.85,99.0,0.1,27965.4754,5.5,0.841,14.1,21,1,76.8
2007,63.0,10.44,0,94.0,1.21,94.0,0.1,63223.46778,0.4,0.911,15.3,135,0,81.7
2005,254.0,0.73,1,95.0,5.28,95.0,0.3,1247.61392,18.6,0.0,9.2,17,1,65.0
2013,258.0,1.84,81,94.0,5.57,87.0,3.0,1229.114798,7.7,0.541,11.1,74,1,62.6
2000,25.0,0.29,50,49.0,4.63,52.0,0.5,473.45338,12.3,0.378,5.2,122,1,57.5
2007,63.0,11.56,0,97.0,6.5,97.0,0.1,31386.63265,1.0,0.836,13.5,38,0,78.9
2003,268.0,0.93,60,65.0,4.81,66.0,0.7,316.7998965,8.3,0.457,8.5,84,1,59.9
2007,178.0,0.03,459,75.0,3.35,75.0,0.1,95.4327931,21.3,0.505,6.7,107,1,64.4
2011,84.0,10.61,0,96.0,9.8,96.0,0.1,24985.24827,1.6,0.876,17.0,127,0,79.8
2009,97.0,0.09,10,98.0,4.9,98.0,0.1,1694.2931,7.3,0.787,13.0,121,1,73.4
2012,189.0,2.02,13,94.0,6.33,96.0,0.4,3299.65139,1.2,0.616,10.6,57,1,71.3
2008,12.0,1.37,3,99.0,5.63,99.0,0.1,431.9326,6.3,0.701,14.3,143,1,74.7
2004,134.0,7.42,1,96.0,8.24,88.0,0.1,3331.228766,2.6,0.72,13.1,123,1,73.0
2003,166.0,3.04,7,92.0,8.29,92.0,1.4,1157.3427,2.5,0.566,10.3,62,1,71.9
2010,462.0,1.08,54,86.0,1.5,93.0,13.7,458.8681744,6.7,0.43,10.2,85,1,52.9
2003,98.0,1.74,1,94.0,2.65,94.0,0.1,3323.52318,5.0,0.808,12.3,148,1,74.9
2013,144.0,8.25,0,98.0,6.15,97.0,0.1,7955.615985,3.8,0.746,15.8,56,1,73.3
2014,53.0,0.01,0,99.0,7.37,99.0,0.1,2734.88382,1.0,0.85,14.0,38,0,83.0
2010,179.0,6.5,0,91.0,5.29,9.0,0.4,16683.94578,6.3,0.772,12.5,142,1,74.0
2005,66.0,10.15,0,94.0,1.86,94.0,0.1,54797.54663,0.4,0.899,15.2,135,0,81.1
2004,69.0,2.23,1,95.0,7.35,95.0,0.1,19888.172,1.1,0.863,15.9,68,1,81.0
2011,127.0,8.14,1,88.0,9.38,94.0,0.1,3725.63221,2.8,0.742,13.3,52,1,73.9
2002,15.0,0.46,29,94.0,5.31,94.0,0.1,1413.757176,6.5,0.54,8.8,95,1,69.5
2010,12.0,1.28,3,98.0,6.54,98.0,0.1,414.15177,6.3,0.71,14.4,143,1,74.8
2008,371.0,7.07,133,65.0,3.84,69.0,2.6,3868.578883,9.4,0.468,8.1,3,1,48.7
2007,23.0,0.32,36,93.0,4.72,94.0,0.7,95.3978522,1.9,0.425,6.8,122,1,62.1
2008,525.0,1.27,58,92.0,1.7,91.0,16.9,372.842678,6.9,0.4,9.6,85,1,50.0
2006,147.0,4.53,17,94.0,6.11,93.0,0.1,379.78776,2.1,0.669,11.5,33,1,73.1
2008,98.0,1.67,1,75.0,8.7,81.0,0.1,712.775759,4.7,0.74,13.1,78,1,74.5
2007,89.0,12.2,3,99.0,1.45,98.0,0.1,416.58397,0.6,0.873,16.1,50,1,89.0
2014,225.0,0.01,1,99.0,4.73,99.0,0.1,4181.583321,2.3,0.729,14.8,93,1,68.4
2006,36.0,3.22,8,74.0,5.87,71.0,5.6,418.94454,8.8,0.388,8.3,59,1,54.4
2011,321.0,4.16,33,95.0,8.58,96.0,1.5,26.479973,7.6,0.385,9.9,24,1,57.4
2012,174.0,6.7,0,91.0,5.78,92.0,0.4,19152.531,6.1,0.772,12.6,142,1,78.0
2001,129.0,1.98,0,97.0,5.84,98.0,0.1,298.67598,14.8,0.587,11.8,87,1,78.0
2014,214.0,4.52,68,77.0,4.71,67.0,0.1,2842.938353,9.7,0.676,11.7,112,1,68.4
2012,84.0,0.01,1,98.0,2.57,98.0,0.1,51264.7134,3.3,0.794,13.2,76,1,74.3
2009,183.0,6.37,0,9.0,6.47,9.0,0.2,1458.8796,6.4,0.773,12.5,142,1,71.0
2003,66.0,10.62,0,98.0,6.83,98.0,0.1,2293.4789,1.0,0.815,13.0,38,0,78.5
2014,299.0,0.01,41,42.0,5.64,51.0,0.5,561.997387,7.4,0.412,8.6,58,1,58.1
2010,145.0,0.91,0,66.0,4.71,65.0,0.1,2965.82434,1.4,0.59,10.8,151,1,71.0
2006,24.0,2.38,17,9.0,7.7,89.0,0.4,2256.56724,1.4,0.57,9.8,57,1,69.7
2009,148.0,0.2,39,78.0,4.65,78.0,0.1,3735.144836,5.1,0.643,10.3,66,1,74.0
2002,193.0,0.6,15,84.0,4.48,85.0,0.3,189.3878519,4.0,0.543,9.8,137,1,64.3
2010,153.0,9.0,2,94.0,5.83,94.0,0.1,8297.483621,3.2,0.797,15.8,116,0,73.4
2004,218.0,4.45,86,85.0,3.23,88.0,0.1,179.3715,9.7,0.636,11.6,112,1,67.3
2013,28.0,6.48,6,98.0,4.3,98.0,0.1,1389.8561,2.5,0.782,15.0,73,1,69.5
2013,79.0,10.0,0,98.0,9.55,98.0,0.1,21618.73534,0.5,0.827,16.3,114,0,86.0
2013,84.0,0.01,0,99.0,2.61,99.0,0.1,44597.27968,5.2,0.86,14.9,21,1,77.1
2003,13.0,0.05,11,95.0,4.2,95.0,0.1,9567.458285,7.3,0.747,12.2,121,1,73.0
2004,296.0,0.49,103,7.0,6.28,69.0,2.0,439.3572924,1.0,0.333,5.5,88,1,52.8
2011,141.0,3.03,4,99.0,3.28,99.0,0.1,322.992615,15.3,0.746,13.6,131,1,74.5
2000,246.0,6.63,1,79.0,5.85,88.0,1.1,946.599372,5.8,0.602,10.9,60,1,65.4
2009,162.0,11.46,1,99.0,7.55,99.0,0.1,12967.16543,1.8,0.816,15.3,63,0,74.2
2000,588.0,1.18,84,73.0,6.7,75.0,25.5,153.2594872,7.9,0.391,10.7,85,1,43.1
2003,155.0,11.19,1,96.0,7.43,96.0,0.1,271.46824,2.4,0.729,12.9,22,0,72.0
2008,199.0,2.24,18,91.0,5.55,91.0,0.7,745.7877873,11.4,0.511,10.5,26,1,65.6
2002,68.0,11.68,0,98.0,6.12,98.0,0.1,16372.29152,1.0,0.805,12.5,38,0,78.4
2010,53.0,8.25,0,96.0,8.86,96.0,0.1,41676.44527,0.9,0.894,18.4,64,0,81.8
2008,132.0,9.54,1,95.0,1.5,95.0,0.1,671.773913,2.4,0.749,13.5,123,1,74.0
2008,224.0,13.3,0,96.0,6.61,96.0,0.1,14961.56818,2.9,0.82,16.5,82,0,71.1
2009,393.0,5.01,3,96.0,6.39,96.0,9.0,5185.729845,8.2,0.661,12.2,19,1,59.2
2010,68.0,11.88,0,94.0,8.76,94.0,0.1,48538.58776,0.2,0.907,18.2,67,0,86.0
2004,666.0,1.8,7,89.0,6.96,9.0,34.6,781.5145936,9.7,0.439,10.7,79,1,44.8
2003,217.0,4.44,87,85.0,3.25,84.0,0.1,11.553196,9.7,0.631,11.6,112,1,67.2
2011,241.0,0.97,43,73.0,4.24,73.0,0.4,454.963464,7.4,0.504,10.2,84,1,63.8
2010,13.0,1.98,6,85.0,5.33,81.0,0.1,5842.85784,2.9,0.737,11.7,9,1,71.1
2012,62.0,9.05,1,97.0,11.1,97.0,0.1,49474.7561,0.9,0.921,18.1,100,0,81.1
2013,268.0,0.01,89,62.0,8.13,64.0,0.1,631.744976,17.7,0.47,9.9,0,1,59.9
2009,317.0,1.86,91,89.0,4.17,88.0,5.0,92.816252,8.1,0.514,10.7,74,1,59.1
2010,59.0,11.32,0,99.0,7.23,99.0,0.1,3818.46396,1.0,0.853,14.6,38,0,79.5
2008,189.0,0.21,35,82.0,6.44,82.0,0.2,473.844449,17.6,0.492,10.1,99,1,67.0
2007,157.0,10.89,1,95.0,6.41,95.0,0.1,5932.899677,2.2,0.755,13.5,22,0,72.6
2004,143.0,9.19,3,99.0,6.19,99.0,0.1,6681.178818,2.5,0.8,15.5,113,0,74.9
2006,245.0,0.29,1,96.0,5.27,95.0,0.3,1335.45696,18.3,0.0,9.6,17,1,65.8
2000,386.0,6.61,41,71.0,4.98,8.0,5.2,135.9984455,8.9,0.268,4.5,24,1,58.0
2001,11.0,12.22,1,96.0,9.1,97.0,0.1,11729.14616,0.6,0.782,15.7,114,0,76.9
2007,173.0,3.83,4,93.0,6.91,93.0,0.2,1344.31871,1.9,0.601,11.0,102,1,72.5
2012,439.0,0.01,23,47.0,3.62,47.0,5.1,486.41114,8.6,0.366,7.1,29,1,53.0
2000,312.0,0.17,1,98.0,6.91,92.0,0.1,765.8632358,19.9,0.0,7.3,17,1,62.0
2008,184.0,6.33,0,99.0,2.64,99.0,0.1,11122.8627,6.3,0.739,13.2,124,1,72.2
2005,185.0,7.82,0,99.0,3.91,99.0,0.1,1192.5174,6.4,0.712,12.1,124,1,72.2
2012,251.0,0.01,39,8.0,4.86,8.0,1.3,837.9551,7.3,0.458,10.0,16,1,59.3
2012,285.0,0.01,6,87.0,5.96,87.0,5.3,67.7518833,7.5,0.416,9.1,59,1,57.6
2004,137.0,0.49,4,95.0,3.74,95.0,0.1,4955.477743,8.9,0.731,12.7,86,1,73.2
2014,38.0,0.01,97,82.0,7.22,78.0,3.2,719.172669,5.6,0.483,10.0,146,1,61.5
2004,397.0,6.75,42,89.0,6.24,89.0,7.7,236.9114381,7.1,0.371,8.2,118,1,53.4
2013,28.0,0.01,12,8.0,3.63,8.0,1.1,145.57838,7.9,0.501,8.2,90,1,62.7
2009,279.0,0.49,2,89.0,8.37,89.0,3.2,1253.657431,5.6,0.436,5.3,40,1,69.0
2006,394.0,5.22,91,78.0,4.69,81.0,7.2,12.989164,6.8,0.456,8.2,27,1,53.3
2013,9.0,4.12,0,87.0,9.46,89.0,0.1,535.86555,2.4,0.735,14.2,18,1,77.0
2009,95.0,1.62,1,75.0,7.42,81.0,0.1,84.268878,4.7,0.746,13.2,78,1,74.7
2013,128.0,5.91,1,94.0,7.25,93.0,0.1,4274.376857,2.8,0.755,13.5,52,1,74.5
2005,412.0,1.82,108,7.0,4.36,76.0,11.6,519.7999346,8.5,0.474,9.6,74,1,54.1
2006,284.0,1.19,39,76.0,4.75,74.0,2.0,625.8392,8.4,0.434,8.7,16,1,56.8
2008,382.0,5.9,87,82.0,5.18,84.0,6.7,1233.524316,6.5,0.466,8.8,27,1,54.2
2003,271.0,1.31,2,98.0,6.18,98.0,0.1,646.561295,2.5,0.609,10.5,93,1,64.0
2012,217.0,5.02,71,88.0,4.46,88.0,0.1,2581.818554,9.7,0.666,11.6,112,1,68.1
2013,15.0,3.11,4,97.0,9.15,97.0,0.4,2136.77395,2.1,0.614,11.6,62,1,74.3
2006,161.0,7.1,79,99.0,8.36,99.0,0.1,586.145975,3.1,0.698,13.8,20,1,73.0
2009,215.0,2.35,8,97.0,1.88,96.0,0.1,436.459223,3.3,0.0,10.5,145,1,65.6
2008,61.0,7.96,2,96.0,8.89,96.0,0.1,464.18465,0.5,0.866,16.3,69,0,81.5
2011,68.0,8.2,2,87.0,1.82,87.0,0.1,5282.2176,0.5,0.903,15.9,28,1,81.5
2006,117.0,6.58,1,95.0,11.17,95.0,0.1,5877.87678,1.6,0.756,15.2,149,1,76.2
2007,87.0,1.69,1,94.0,2.57,92.0,0.1,42672.61323,4.9,0.826,12.9,148,1,75.6
2011,161.0,0.5,3,66.0,0.76,67.0,0.1,114.56179,11.4,0.607,12.5,139,1,67.2
2012,195.0,0.01,0,99.0,4.16,99.0,0.1,4546.73854,3.7,0.714,14.9,48,1,69.4
2014,135.0,0.01,2,94.0,5.57,94.0,0.1,12.27733,2.8,0.797,14.7,116,0,74.8
2013,27.0,4.64,66,89.0,5.91,88.0,0.7,699.452847,7.9,0.392,7.5,23,1,59.0
2009,276.0,0.59,93,77.0,6.85,73.0,1.6,697.153124,8.8,0.385,7.1,88,1,56.0
2009,288.0,2.55,7,78.0,6.81,8.0,6.0,544.222779,8.1,0.401,8.9,59,1,56.3
2000,272.0,0.09,2,7.0,3.56,7.0,0.1,375.8528566,7.9,0.0,8.2,34,1,59.5
2006,41.0,9.81,145,62.0,9.86,64.0,8.6,336.4593923,6.4,0.434,10.6,146,1,54.9
2013,33.0,0.01,32,96.0,8.3,96.0,1.0,282.7555252,7.4,0.398,10.5,24,1,58.6
2014,1.0,8.82,0,95.0,7.47,94.0,0.1,15359.66971,3.7,0.793,15.3,12,1,75.4
2011,14.0,0.01,150,96.0,3.16,96.0,0.1,835.789341,19.2,0.545,9.4,11,1,73.0
2014,117.0,6.03,0,95.0,8.58,95.0,0.1,16737.89827,1.4,0.791,15.5,149,1,76.8
2006,24.0,7.04,1,92.0,4.67,93.0,1.1,1945.6395,5.5,0.622,11.7,60,1,65.2
2014,137.0,0.01,0,99.0,7.4,99.0,0.1,14117.97668,1.6,0.834,15.8,63,0,75.6
2011,263.0,1.64,58,91.0,4.81,91.0,1.3,1574.978653,6.8,0.554,10.9,54,1,61.2
2009,19.0,8.46,0,93.0,6.21,93.0,0.1,16523.32388,3.8,0.779,15.5,12,1,74.6
2012,174.0,5.93,7,85.0,4.26,85.0,0.4,5968.876767,3.2,0.706,13.1,41,1,72.1
2000,16.0,0.65,11,75.0,4.67,76.0,0.1,655.974326,3.1,0.636,10.1,9,1,66.6
2008,76.0,2.0,0,97.0,3.17,97.0,0.1,2367.56535,5.9,0.815,14.4,10,1,75.8
2011,158.0,3.03,0,98.0,5.2,98.0,0.1,9197.26972,7.1,0.748,14.1,91,1,73.6
2014,89.0,4.03,0,86.0,9.57,86.0,0.1,5193.94932,2.4,0.742,14.2,18,1,77.2
2002,322.0,1.03,2,62.0,5.45,62.0,4.3,792.15412,6.0,0.372,3.3,40,1,57.9
2014,382.0,0.01,3,98.0,9.25,98.0,7.3,3464.35169,4.3,0.541,11.4,133,1,58.4
2003,7.0,7.83,5,97.0,8.0,97.0,0.1,3488.3992,1.4,0.863,14.8,71,0,81.9
2014,65.0,11.12,0,99.0,6.94,99.0,0.1,119172.7418,0.9,0.892,13.9,83,0,81.7
2005,369.0,5.54,37,82.0,9.84,87.0,4.3,15.57434,8.3,0.286,5.6,24,1,53.4
2004,91.0,12.05,1,96.0,9.32,95.0,0.1,35589.71295,0.8,0.88,18.8,14,0,78.8
2008,88.0,10.7,0,88.0,1.18,88.0,0.1,64322.6664,0.9,0.906,16.8,39,0,78.8
2001,75.0,11.12,0,95.0,1.28,93.0,0.1,38538.64447,0.5,0.888,15.2,135,0,82.0
2004,334.0,0.34,53,65.0,3.14,6.0,2.8,386.3288283,9.5,0.325,5.1,58,1,54.0
2005,37.0,7.01,38,95.0,6.83,95.0,7.1,287.931877,7.0,0.388,8.8,118,1,55.3
2007,232.0,7.2,1,94.0,6.45,94.0,1.9,2327.58324,5.5,0.62,11.2,60,1,65.7
2014,143.0,8.42,0,81.0,6.1,97.0,0.1,8569.776998,3.8,0.749,15.8,56,1,73.5
2001,345.0,0.61,10,89.0,3.95,86.0,2.0,215.139213,1.0,0.0,4.3,45,1,58.1
2000,96.0,13.2,0,71.0,1.6,81.0,0.1,24517.26745,1.9,0.833,15.4,8,0,78.1
2008,255.0,0.12,2,81.0,5.13,81.0,0.1,795.97519,7.1,0.461,10.2,34,1,61.0
2013,17.0,0.01,39,7.0,5.92,68.0,0.1,6925.22446,5.1,0.659,10.3,66,1,69.5
2012,139.0,10.99,1,95.0,7.11,95.0,0.1,7378.25539,1.9,0.778,14.3,22,0,73.9
2012,13.0,7.71,1,93.0,8.57,92.0,0.1,4142.869175,2.8,0.749,13.4,52,1,74.2
2003,48.0,6.66,46,96.0,6.34,96.0,8.1,212.6619491,7.3,0.359,7.6,118,1,52.0
2014,58.0,0.01,1,96.0,1.9,96.0,0.1,52157.4687,0.9,0.923,18.1,100,0,81.7
2011,212.0,0.01,12,73.0,2.87,75.0,1.2,1393.261593,8.3,0.487,7.7,90,1,62.2
2002,49.0,9.61,928,4.0,2.43,25.0,5.3,459.4572117,13.8,0.0,7.7,104,1,47.7
2000,74.0,6.17,0,98.0,9.28,98.0,0.1,31813.37344,0.9,0.847,16.8,64,0,79.7
2008,289.0,1.13,270,63.0,4.28,54.0,2.4,325.3825543,1.9,0.378,7.6,47,1,59.8
2000,321.0,0.01,122,24.0,8.2,24.0,0.1,114.56,2.5,0.338,5.5,0,1,54.8
2012,231.0,0.01,2,99.0,4.22,99.0,0.1,4368.82248,2.3,0.712,14.7,93,1,67.8
2014,268.0,0.01,2,96.0,5.41,95.0,2.3,7497.762376,6.4,0.697,12.6,19,1,65.1
2012,412.0,0.01,3,92.0,8.76,95.0,12.2,3851.51547,4.9,0.534,11.3,133,1,56.5
2012,178.0,5.73,0,84.0,6.9,84.0,0.9,9272.413453,3.4,0.708,12.7,132,1,71.3
2002,155.0,1.51,0,85.0,5.3,84.0,0.1,1842.44421,0.1,0.679,13.5,141,1,71.9
2001,115.0,4.04,1,99.0,6.27,98.0,0.1,2832.188893,3.4,0.686,12.3,37,1,76.7
2007,23.0,2.83,3,99.0,6.32,99.0,0.3,334.83817,1.7,0.657,12.9,43,1,71.2
2009,189.0,0.08,174,85.0,2.83,78.0,0.3,2254.44566,1.6,0.645,11.7,65,1,67.9
2011,128.0,10.93,2,96.0,6.7,99.0,0.1,13893.18768,2.2,0.829,15.4,113,0,76.7
2001,4.0,0.3,75,26.0,6.9,26.0,4.8,197.3156442,11.2,0.3,4.9,30,1,48.0
2014,82.0,0.01,1,94.0,3.4,95.0,0.1,42996.4812,3.4,0.787,13.0,76,1,74.6
2012,194.0,16.35,1,98.0,5.1,98.0,0.1,694.243915,2.1,0.793,15.6,13,1,71.9
2008,138.0,4.85,14,93.0,4.73,93.0,0.3,428.87811,1.2,0.7,13.2,111,1,73.9
2013,172.0,6.71,0,94.0,5.98,92.0,0.3,1967.83283,6.0,0.773,12.7,142,1,71.0
2005,223.0,0.01,12,71.0,4.21,71.0,1.3,697.7451989,9.6,0.461,7.2,90,1,66.0
2000,112.0,2.26,1,83.0,1.86,83.0,0.1,5334.93329,4.8,0.0,14.9,78,1,72.7
2013,22.0,0.7,55,76.0,2.16,75.0,0.4,1168.83947,13.2,0.54,9.1,97,1,66.2
2006,89.0,0.01,1,99.0,2.25,99.0,0.1,42717.55725,3.1,0.787,14.1,76,1,73.6
2010,144.0,3.01,0,57.0,5.7,62.0,0.1,3453.487434,0.2,0.69,12.9,119,1,72.6
2007,133.0,4.29,15,93.0,4.6,93.0,0.3,3611.2147,1.2,0.696,13.2,111,1,74.0
2013,258.0,0.01,11,75.0,9.25,76.0,1.1,454.1222236,6.7,0.419,9.8,80,1,61.1
2010,84.0,10.28,0,9.0,11.8,9.0,0.1,5841.41122,0.9,0.906,16.8,39,0,79.2
2008,259.0,0.68,49,77.0,4.5,77.0,0.5,47.733254,7.7,0.491,9.4,84,1,62.3
2002,252.0,0.36,47,6.0,5.6,6.0,0.7,513.26227,11.9,0.397,5.7,122,1,58.4
2004,24.0,12.1,0,9.0,5.67,94.0,0.1,676.966998,3.1,0.792,16.3,82,0,71.6
2007,99.0,0.1,10,96.0,3.49,96.0,0.1,16472.1665,7.3,0.773,12.7,121,1,73.2
2002,167.0,3.76,1,99.0,4.86,99.0,2.3,3596.496282,1.8,0.69,11.7,70,1,73.0
2009,12.0,1.4,3,99.0,6.18,99.0,0.1,4129.977335,6.3,0.706,14.4,143,1,74.7
2005,161.0,3.59,1,99.0,4.7,99.0,1.9,482.24762,1.7,0.706,12.4,70,1,73.5
2012,259.0,5.68,20,67.0,9.88,67.0,0.8,766.8437623,3.9,0.477,8.9,61,1,62.3
2007,28.0,1.25,61,94.0,5.3,94.0,2.6,19.686718,7.6,0.519,9.1,54,1,59.9
2003,146.0,0.34,23,87.0,3.6,87.0,0.1,294.33556,6.1,0.663,11.5,2,1,71.7
2014,158.0,0.01,22,92.0,5.8,92.0,0.1,76.2386977,16.3,0.551,12.4,99,1,69.6
2012,92.0,4.61,0,87.0,9.94,92.0,0.1,4716.673325,2.5,0.728,13.9,18,1,76.8
2000,274.0,2.79,3,94.0,4.92,94.0,0.1,474.2133361,2.6,0.582,8.9,93,1,62.8
2003,24.0,2.45,19,84.0,6.88,84.0,0.4,1753.349471,1.4,0.56,9.0,57,1,69.4
2005,137.0,4.25,1,92.0,5.25,9.0,0.1,1643.758397,2.1,0.679,10.9,6,1,73.0
2004,224.0,0.01,12,68.0,4.7,7.0,1.3,62.547286,9.8,0.451,6.7,90,1,64.0
2004,142.0,0.56,27,97.0,5.22,97.0,0.1,1948.812275,6.4,0.561,9.6,95,1,72.0
2013,394.0,0.01,42,89.0,1.96,89.0,6.3,332.922339,6.4,0.459,10.7,85,1,56.7
2014,6.0,9.71,1,92.0,9.42,92.0,0.1,62214.6912,0.6,0.936,20.4,7,0,82.7
2004,16.0,1.6,0,96.0,5.89,96.0,0.1,3853.33348,14.6,0.617,12.2,87,1,73.4
2014,144.0,4.38,12,9.0,7.2,9.0,0.1,7913.383432,1.9,0.72,13.6,33,1,74.6
2011,464.0,6.0,42,93.0,6.31,93.0,13.3,839.927936,6.7,0.452,10.1,153,1,54.9
2006,84.0,11.76,3,94.0,1.34,96.0,0.1,36447.87232,1.1,0.892,16.5,53,0,79.6
2004,723.0,4.36,42,67.0,7.13,65.0,33.6,454.366654,9.4,0.407,9.2,153,1,44.3
2005,242.0,0.33,40,84.0,5.35,84.0,0.7,773.8698713,11.3,0.415,6.4,122,1,65.0
2013,67.0,10.49,0,96.0,8.1,96.0,0.1,5234.76736,0.2,0.902,18.6,67,0,81.0
2001,79.0,5.62,0,95.0,7.11,95.0,0.1,1121.78636,0.7,0.783,13.7,89,0,77.8
2014,96.0,0.43,21,99.0,5.91,99.0,0.1,3154.513484,6.2,0.64,12.1,95,1,74.1
2014,125.0,0.01,10,78.0,5.47,88.0,0.1,6491.5245,1.1,0.735,13.4,111,1,75.3
2005,15.0,1.57,0,9.0,6.52,89.0,0.1,2594.74999,0.1,0.694,14.6,141,1,72.3
2001,333.0,4.4,20,54.0,6.41,42.0,3.1,174.1815473,9.0,0.386,10.5,80,1,51.5
2002,221.0,4.41,0,74.0,7.14,73.0,1.6,2232.513244,3.5,0.0,11.0,132,1,67.9
2006,328.0,1.22,304,59.0,4.47,46.0,3.3,193.794956,11.1,0.346,6.6,47,1,57.2
2004,149.0,7.28,0,97.0,4.21,97.0,0.1,1352.8374,3.4,0.0,0.0,4,1,74.4
2011,144.0,4.37,14,85.0,6.64,85.0,0.1,7227.73968,2.0,0.7,13.0,33,1,74.2
2001,283.0,0.11,127,42.0,7.1,36.0,1.6,165.257247,12.7,0.255,2.9,103,1,56.0
2013,6.0,8.68,1,97.0,11.4,97.0,0.1,51574.48942,0.9,0.922,18.1,100,0,81.4
2009,211.0,0.28,69,9.0,2.5,9.0,0.6,741.777116,13.4,0.504,8.5,97,1,65.2
2000,13.0,6.24,3,91.0,6.4,91.0,0.1,511.368479,1.1,0.755,13.5,31,1,77.3
2010,118.0,6.21,1,95.0,8.63,95.0,0.1,11938.212,1.5,0.777,15.6,149,1,76.3
2005,144.0,4.38,18,93.0,5.82,93.0,0.1,3386.256,2.1,0.658,11.1,33,1,73.1
2007,356.0,1.97,100,76.0,4.8,81.0,9.1,839.181117,8.3,0.494,10.1,74,1,56.8
2010,62.0,6.9,4,98.0,9.58,97.0,0.1,4457.67639,1.6,0.879,15.1,71,0,83.0
2008,121.0,1.39,29,96.0,6.7,96.0,0.1,185.68975,4.8,0.705,12.5,144,1,73.5
2001,221.0,2.35,9,94.0,3.87,95.0,0.1,774.4763388,3.5,0.0,10.2,145,1,64.0
2006,7.0,4.57,45,71.0,5.12,7.0,26.8,414.796232,8.6,0.408,9.5,153,1,45.4
2012,164.0,0.01,12,96.0,6.39,94.0,0.2,954.725253,3.7,0.613,11.1,137,1,68.8
2000,219.0,4.73,90,74.0,3.21,78.0,0.1,138.91977,9.6,0.618,11.4,112,1,66.8
2008,45.0,2.12,49,9.0,4.87,87.0,11.9,1369.68249,6.7,0.504,11.4,152,1,55.7
2009,219.0,0.3,33,83.0,4.81,86.0,0.5,12.566464,1.5,0.444,7.5,122,1,63.5
2004,429.0,1.54,120,69.0,5.91,83.0,15.9,336.3318145,3.8,0.332,7.0,96,1,54.0
2005,163.0,6.97,85,99.0,8.27,99.0,0.1,477.182746,3.1,0.694,13.8,20,1,72.7
2003,355.0,1.02,22,72.0,5.0,72.0,5.2,31.437144,8.7,0.428,9.9,140,1,54.7
2001,273.0,1.71,33,59.0,5.7,6.0,2.2,321.22634,11.8,0.412,7.6,26,1,58.5
2011,61.0,2.67,1,94.0,7.39,94.0,0.1,33657.15727,1.1,0.883,15.8,68,1,81.8
2010,27.0,0.48,0,95.0,1.52,91.0,0.1,1493.1651,0.1,0.584,11.9,75,1,65.3
2011,59.0,6.91,0,96.0,9.6,96.0,0.1,22821.847,0.7,0.826,14.8,89,0,87.0
2001,227.0,0.7,0,88.0,6.44,84.0,0.1,944.81684,1.4,0.442,6.6,128,1,66.2
2013,232.0,0.01,3,89.0,8.53,89.0,2.5,5488.131712,8.9,0.625,11.6,98,1,66.1
2007,159.0,7.19,73,99.0,8.28,99.0,0.1,7313.557962,3.0,0.7,13.5,20,1,73.3
2000,11.0,11.21,1,96.0,8.12,95.0,0.1,2327.4591,0.8,0.869,18.0,14,0,77.6
2005,11.0,9.95,0,97.0,8.43,97.0,0.1,38969.17163,0.8,0.864,17.1,49,1,78.9
2002,91.0,12.25,4,97.0,1.4,93.0,0.1,2525.16445,1.1,0.867,16.3,53,0,78.4
2007,187.0,6.37,0,9.0,4.82,88.0,0.7,1653.1844,6.5,0.76,12.4,142,1,69.7
2004,122.0,0.61,1,99.0,2.98,99.0,0.1,1129.28886,6.8,0.734,11.5,106,1,74.0
2006,7.0,6.47,0,94.0,8.43,94.0,0.1,74114.69715,0.7,0.931,17.5,105,0,84.0
2003,223.0,4.53,0,74.0,6.62,75.0,1.0,263.1399,3.5,0.0,10.9,132,1,68.0
2007,22.0,4.72,0,84.0,5.92,84.0,0.8,5761.39536,3.4,0.684,11.7,132,1,69.5
2003,185.0,0.01,466,69.0,2.61,67.0,0.1,563.594342,22.0,0.465,5.6,107,1,63.5
2003,173.0,1.2,0,67.0,4.2,69.0,0.1,158.52724,1.6,0.0,10.4,151,1,69.4
2003,154.0,0.55,8,79.0,6.56,77.0,0.1,883.6439965,3.0,0.659,10.8,9,1,67.8
2002,133.0,6.95,1,95.0,8.9,95.0,0.1,2149.9944,2.8,0.715,13.2,123,1,72.9
2008,62.0,6.9,0,98.0,9.23,98.0,0.1,55746.84238,1.3,0.897,15.7,134,0,81.1
2009,261.0,11.21,18,98.0,7.44,98.0,0.3,8562.89598,2.5,0.776,14.0,117,1,68.2
2010,349.0,5.99,3,96.0,5.64,95.0,6.2,6346.15624,7.8,0.669,12.3,19,1,61.1
2011,138.0,0.01,0,93.0,5.83,93.0,0.1,17454.84342,2.0,0.838,16.4,46,1,76.1
2005,296.0,1.5,62,85.0,4.51,84.0,3.1,498.172394,8.1,0.499,8.1,54,1,58.9
2014,234.0,0.01,202,75.0,4.88,77.0,0.6,571.1622759,1.3,0.435,8.4,47,1,64.2
